PaperID,TrialID,System,Category,Analyte,Value,SD,Unit,Significance,Location,Notes
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Epicatechin,0.42,0.22,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Resveratrol,55.61,69.56,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Resveratrol,163.43,84.29,ug g-1 FW,P<0.05,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Resveratrol,6.97,1.70,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Resveratrol,1.42,1.12,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,"5,7-Dimethoxycoumarin",120.85,23.98,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,"5,7-Dimethoxycoumarin",138.52,17.63,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,"5,7-Dimethoxycoumarin",3.32,2.00,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,"5,7-Dimethoxycoumarin",3.29,2.07,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,3-Hydroxytyrosol,6.5,2.56,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,3-Hydroxytyrosol,4.17,1.38,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,3-Hydroxytyrosol,1.51,1.28,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,3-Hydroxytyrosol,ND,NR,ug g-1 FW,ns,"Table 2, p.847","Not detected (ND) in aquaponic basil, per paper's own ND marker."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,p-Coumaric acid,0.31,0.07,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,p-Coumaric acid,0.68,0.30,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Caffeic acid,0.59,0.27,ug g-1 FW,P<0.001,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Caffeic acid,2.32,0.23,ug g-1 FW,P<0.001,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Chlorogenic acid,90.40,11.50,ug g-1 FW,P<0.001,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Chlorogenic acid,18.28,7.50,ug g-1 FW,P<0.001,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Rosmarinic acid,0.74,0.18,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Rosmarinic acid,1.48,0.82,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,"1,1-Dimethylallyl caffeate",2.09,0.13,ug g-1 FW,P<0.05,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,"1,1-Dimethylallyl caffeate",2.74,0.28,ug g-1 FW,P<0.05,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Caffeic acid phenethyl ester,0.84,0.16,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Caffeic acid phenethyl ester,0.98,0.36,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,4-Hydroxybenzoic acid,8.81,2.29,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,4-Hydroxybenzoic acid,3.87,1.61,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Syringic acid,0.39,0.10,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Syringic acid,1.4,0.43,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Salicylic acid,23.59,6.84,ug g-1 FW,P<0.001,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Salicylic acid,3.08,0.78,ug g-1 FW,P<0.001,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Gallic acid,0.92,0.19,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Gallic acid,0.88,0.21,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Vanillic acid,1.31,0.61,ug g-1 FW,P<0.001,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Vanillic acid,5.16,0.50,ug g-1 FW,P<0.001,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Quercetin,73.19,22.97,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Quercetin,19.43,14.10,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Quercetin-3-O-glucoside,1.59,0.75,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Quercetin-3-O-glucoside,13.44,4.39,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Myricetin,1.86,0.47,ug g-1 FW,P<0.05,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Myricetin,4.63,1.25,ug g-1 FW,P<0.05,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Kaempferol,0.64,0.14,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Kaempferol,0.41,0.22,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Genistein,7.14,6.35,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Genistein,2.94,2.56,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Chrysin,0.32,0.11,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Chrysin,0.16,0.18,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Epicatechin,0.52,0.31,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Epicatechin,1.3,0.56,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Lycopene,7.23,1.63,ug g-1 FW,P<0.05,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Lycopene,13.68,4.26,ug g-1 FW,P<0.05,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Resveratrol,1.41,0.52,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Resveratrol,1.01,0.29,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,"5,7-Dimethoxycoumarin",0.79,0.31,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,"5,7-Dimethoxycoumarin",1.06,0.54,ug g-1 FW,ns,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,3-Hydroxytyrosol,2.11,0.59,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,3-Hydroxytyrosol,11.3,2.91,ug g-1 FW,P<0.01,"Table 3, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Camphene,0.05,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Camphene,ND,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,beta-Ocimene,0.86,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,beta-Ocimene,0.44,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,alpha-Fenchene,0.44,NR,% of total peak area (GC-MS),P<0.05,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,alpha-Fenchene,0.14,NR,% of total peak area (GC-MS),P<0.05,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,"1,8-Cineole",2.37,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,"1,8-Cineole",1.43,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Linalool,45.59,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Linalool,39.00,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Endo-borneol,1.23,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Endo-borneol,ND,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,alpha-Terpineol,3.73,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,alpha-Terpineol,4.80,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Total monoterpenes,54.27,NR,% of total peak area (GC-MS),ns,"Table 4, p.848","Sum of the individual monoterpenes reported above, as printed in Table 4; not an independent analyte."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Total monoterpenes,45.81,NR,% of total peak area (GC-MS),ns,"Table 4, p.848","Sum of the individual monoterpenes reported above, as printed in Table 4; not an independent analyte."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,beta-Elemene,1.88,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,beta-Elemene,2.15,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,alpha-Farnesene,0.26,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,alpha-Farnesene,0.10,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,alpha-Bergamotene,18.67,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,alpha-Bergamotene,16.62,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,alpha-Guaiene,0.31,NR,% of total peak area (GC-MS),P<0.05,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,alpha-Guaiene,0.06,NR,% of total peak area (GC-MS),P<0.05,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,beta-Farnesene,0.38,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,beta-Farnesene,ND,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Humulene,1.68,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Humulene,1.47,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Germacrene D,2.04,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Germacrene D,2.07,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,beta-Bisabolene,0.54,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,beta-Bisabolene,ND,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,gamma-Muurolene,3.99,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,gamma-Muurolene,4.40,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Caryophyllene,0.85,NR,% of total peak area (GC-MS),P<0.05,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Caryophyllene,0.09,NR,% of total peak area (GC-MS),P<0.05,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Carotol,1.09,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Carotol,1.49,NR,% of total peak area (GC-MS),ns,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,tau-Cadinol,14.04,NR,% of total peak area (GC-MS),P<0.05,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,tau-Cadinol,25.73,NR,% of total peak area (GC-MS),P<0.05,"Table 4, p.848",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Total sesquiterpenes,45.73,NR,% of total peak area (GC-MS),ns,"Table 4, p.848","Sum of the individual sesquiterpenes reported above, as printed in Table 4; not an independent analyte. Recomputed check: OB components sum to 45.73 (matches); AB components sum to 54.18, table prints 54.19 (0.01 rounding, WARN-MINOR, no cell impact)."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Total sesquiterpenes,54.19,NR,% of total peak area (GC-MS),ns,"Table 4, p.848","Sum of the individual sesquiterpenes reported above, as printed in Table 4; not an independent analyte. Recomputed check: OB components sum to 45.73 (matches); AB components sum to 54.18, table prints 54.19 (0.01 rounding, WARN-MINOR, no cell impact)."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Thujene,0.67,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Thujene,0.42,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Camphene,0.07,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",Absent (ND) in AP; text (p.848) explicitly notes camphene absence in AP as a qualitative difference.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Camphene,ND,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",Absent (ND) in AP; text (p.848) explicitly notes camphene absence in AP as a qualitative difference.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,alpha-Pinene,10.27,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,alpha-Pinene,6.54,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,beta-Pinene,0.32,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,beta-Pinene,0.16,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,beta-Myrcene,3.64,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,beta-Myrcene,3.61,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,(-)-Camphor,0.40,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,(-)-Camphor,0.31,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Total monoterpenes,15.37,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849","Sum of individual monoterpenes above, as printed in Table 5; not an independent analyte."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Total monoterpenes,11.04,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849","Sum of individual monoterpenes above, as printed in Table 5; not an independent analyte."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,alpha-Farnesene,0.73,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",Absent (ND) in AP; text (p.848) explicitly notes alpha-farnesene absence in AP as a qualitative difference.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,alpha-Farnesene,ND,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",Absent (ND) in AP; text (p.848) explicitly notes alpha-farnesene absence in AP as a qualitative difference.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Ledol,0.81,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Ledol,1.10,NR,% of total peak area (GC-MS),ns (no significance testing shown in Table 5),"Table 5, p.849",
